pwm left,pwm right,srf left,srf right
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
70.0,70.0,104,92
70.0,70.0,102,90
70.0,70.0,97,84
70.0,70.0,96,82
70.0,70.0,94,81
70.0,70.0,91,77
70.0,70.0,89,74
70.0,70.0,85,71
70.0,70.0,82,67
70.0,70.0,79,64
70.0,70.0,76,60
70.0,70.0,73,58
70.0,70.0,69,55
70.0,70.0,61,51
70.0,70.0,54,49
70.0,70.0,48,45
70.0,70.0,45,41
70.0,70.0,42,38
70.0,70.0,38,35
70.0,70.0,36,31
70.0,-70.0,32,29
70.0,-70.0,30,26
70.0,-70.0,28,24
70.0,-70.0,25,23
70.0,-70.0,23,485
70.0,-70.0,22,420
70.0,-70.0,22,349
70.0,-70.0,30,246
70.0,-70.0,448,243
70.0,-70.0,326,241
70.0,-70.0,263,242
40.0,40.0,244,215
40.0,40.0,116,200
40.0,40.0,244,195
40.0,40.0,215,195
40.0,40.0,315,192
40.0,40.0,314,191
40.0,40.0,69,191
40.0,40.0,65,191
40.0,40.0,65,191
40.0,40.0,63,190
40.0,40.0,60,188
40.0,40.0,58,187
40.0,40.0,56,182
40.0,40.0,54,180
40.0,40.0,51,179
40.0,40.0,49,180
40.0,40.0,47,230
40.0,40.0,45,229
40.0,40.0,42,224
40.0,40.0,40,222
40.0,40.0,38,220
40.0,40.0,36,218
40.0,40.0,33,37
40.0,40.0,31,33
40.0,40.0,30,30
40.0,40.0,27,28
40.0,40.0,25,26
40.0,40.0,23,24
40.0,40.0,21,23
-70.0,70.0,19,21
-70.0,70.0,19,20
-70.0,70.0,18,363
-70.0,70.0,17,17
-70.0,70.0,417,15
-70.0,70.0,388,14
-70.0,70.0,344,15
-70.0,70.0,249,418
70.0,70.0,116,368
70.0,70.0,244,331
70.0,70.0,245,248
70.0,70.0,247,245
70.0,70.0,243,242
70.0,70.0,240,240
70.0,70.0,237,235
70.0,70.0,234,232
70.0,70.0,231,228
70.0,70.0,228,225
70.0,70.0,224,222
70.0,70.0,221,219
70.0,70.0,218,164
70.0,70.0,214,80
70.0,70.0,80,208
70.0,70.0,208,205
70.0,70.0,205,202
70.0,70.0,201,198
70.0,70.0,198,195
70.0,70.0,70,191
70.0,70.0,198,188
70.0,70.0,195,185
70.0,70.0,191,182
70.0,70.0,182,178
70.0,70.0,178,175
70.0,70.0,178,172
70.0,70.0,177,169
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
70.0,70.0,84,97
70.0,70.0,76,98
70.0,70.0,117,119
70.0,70.0,118,80
70.0,70.0,118,74
70.0,70.0,110,84
70.0,70.0,63,86
70.0,70.0,102,62
70.0,70.0,90,88
70.0,70.0,99,62
70.0,70.0,117,95
70.0,70.0,118,117
70.0,70.0,70,72
70.0,70.0,119,78
70.0,70.0,84,79
70.0,70.0,81,71
70.0,70.0,94,107
70.0,70.0,109,88
70.0,70.0,115,111
70.0,70.0,119,112
70.0,70.0,68,112
70.0,70.0,97,82
70.0,70.0,65,112
70.0,70.0,81,92
70.0,70.0,68,99
70.0,70.0,95,84
70.0,70.0,73,87
70.0,70.0,86,65
70.0,70.0,61,82
70.0,70.0,107,83
70.0,70.0,84,65
70.0,70.0,69,86
70.0,70.0,88,112
70.0,70.0,113,93
70.0,70.0,106,85
70.0,70.0,69,112
70.0,70.0,113,102
70.0,70.0,100,80
70.0,70.0,63,73
70.0,70.0,110,108
70.0,70.0,66,99
70.0,70.0,106,67
70.0,70.0,97,111
70.0,70.0,100,82
70.0,70.0,83,73
70.0,70.0,86,65
70.0,70.0,66,77
70.0,70.0,113,63
70.0,70.0,114,64
70.0,70.0,112,68
70.0,70.0,64,108
70.0,70.0,63,118
70.0,70.0,112,69
70.0,70.0,108,106
70.0,70.0,104,114
70.0,70.0,108,95
70.0,70.0,76,89
70.0,70.0,63,110
70.0,70.0,90,96
70.0,70.0,80,66
70.0,70.0,114,95
70.0,70.0,103,62
70.0,70.0,78,64
70.0,70.0,87,111
70.0,70.0,94,90
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
70.0,70.0,105,104
70.0,70.0,100,102
70.0,70.0,97,97
70.0,70.0,96,96
70.0,70.0,94,94
70.0,70.0,91,91
70.0,70.0,88,89
70.0,70.0,85,85
70.0,70.0,83,82
70.0,70.0,80,79
70.0,70.0,77,76
70.0,70.0,73,73
70.0,70.0,71,70
70.0,70.0,68,67
70.0,70.0,65,64
70.0,70.0,62,61
70.0,70.0,59,55
70.0,70.0,56,55
70.0,70.0,53,51
70.0,70.0,50,49
70.0,70.0,47,46
70.0,70.0,44,43
70.0,70.0,41,40
70.0,70.0,37,36
70.0,70.0,34,32
70.0,70.0,31,30
70.0,70.0,28,26
70.0,70.0,26,23
70.0,70.0,24,22
70.0,70.0,22,21
-70.0,70.0,21,19
-70.0,70.0,26,17
-70.0,70.0,246,15
-70.0,70.0,244,17
-70.0,70.0,242,14
-70.0,70.0,279,238
-70.0,70.0,199,240
-70.0,70.0,198,238
-70.0,70.0,177,207
-70.0,70.0,176,190
-70.0,70.0,179,188
-70.0,70.0,247,179
-70.0,70.0,205,173
-70.0,70.0,194,177
-70.0,70.0,202,243
70.0,70.0,200,202
70.0,70.0,197,193
70.0,70.0,207,197
70.0,70.0,233,195
70.0,70.0,228,192
70.0,70.0,343,196
70.0,70.0,223,222
70.0,70.0,219,192
70.0,70.0,337,190
70.0,70.0,213,181
70.0,70.0,209,176
70.0,70.0,206,172
70.0,70.0,317,170
70.0,70.0,198,167
70.0,70.0,194,166
70.0,70.0,191,158
70.0,70.0,189,154
70.0,70.0,301,152
70.0,70.0,183,148
70.0,70.0,179,145
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
70.0,70.0,167,155
70.0,70.0,150,146
70.0,70.0,125,126
70.0,70.0,125,125
70.0,70.0,122,122
70.0,70.0,116,118
70.0,70.0,116,116
70.0,70.0,113,112
70.0,70.0,110,109
70.0,70.0,107,106
70.0,70.0,104,103
70.0,70.0,101,99
70.0,70.0,99,96
70.0,70.0,95,93
70.0,70.0,92,90
70.0,70.0,89,88
70.0,70.0,86,84
70.0,70.0,83,81
70.0,70.0,82,78
70.0,70.0,77,75
70.0,70.0,74,72
70.0,70.0,73,69
70.0,70.0,316,65
70.0,70.0,66,62
70.0,70.0,311,59
70.0,70.0,309,55
70.0,70.0,306,51
70.0,70.0,303,48
70.0,70.0,299,45
70.0,70.0,47,41
70.0,-70.0,44,38
70.0,-70.0,39,35
70.0,-70.0,36,31
70.0,-70.0,32,30
70.0,-70.0,29,30
70.0,-70.0,27,33
70.0,-70.0,26,65
70.0,-70.0,26,65
70.0,-70.0,29,253
70.0,-70.0,467,253
70.0,-70.0,57,228
70.0,-70.0,257,256
70.0,-70.0,255,274
70.0,-70.0,255,214
70.0,-70.0,272,188
70.0,70.0,280,181
70.0,70.0,216,180
70.0,70.0,214,214
70.0,70.0,187,212
70.0,70.0,184,214
70.0,70.0,182,212
70.0,70.0,178,202
70.0,70.0,45,199
70.0,70.0,173,197
70.0,70.0,168,196
70.0,70.0,166,189
70.0,70.0,161,189
70.0,70.0,159,184
70.0,70.0,157,181
70.0,70.0,152,180
70.0,70.0,204,177
70.0,70.0,153,171
70.0,70.0,170,173
70.0,70.0,140,166
70.0,70.0,170,164
